id,common_name,scientific_name,cycle,watering,sunlight
1727,blue mountain lilac,Ceanothus thyrsiflorus 'Skylark',Perennial,Minimum,"Full sun, part shade"
1728,blue atlas cedar,Cedrus atlantica (Glauca Group),Perennial,Average,Full sun
1729,blue atlas cedar,Cedrus atlantica (Glauca Group) 'Glauca Pendula',Perennial,Average,Full sun
1730,Himalayan cedar,Cedrus deodara 'Shalimar',Perennial,Average,Full sun
1731,cedar of Lebanon,Cedrus libani 'Hedgehog',Perennial,Average,Full sun
1732,cedar of Lebanon,Cedrus libani 'Sargentii',Perennial,Average,Full sun
1733,cedar of Lebanon,Cedrus libanitica subsp. stenocoma,Perennial,Average,Full sun
1734,kapoktree,Ceiba pentandra,Perennial,Average,full sun
1735,oriental bittersweet,Celastrus orbiculatus,Perennial,Average,"Sun,  Partial Shade"
1736,American bittersweet,Celastrus scandens,Perennial.,Average,"Sun,  Partial Shade"
1737,feather celosia,Celosia argentea (Plumosa Group) 'New Look',Annual,Average,Full sun
1738,feather celosia,Celosia argentea (Plumosa Group) 'Sylphid',Annual,Average,Full sun
1739,cockscomb,Celosia argentea var. cristata (Cristata Group),Annual,Average,Full sun
1740,feather celosia,Celosia argentea var. cristata (Plumosa Group),Annual,Average,Full sun
1741,Mediterranean hackberry,Celtis australis,Perennial,Average,Full sun
1742,sugarberry,Celtis laevigata,Perennial,Frequent,"Full sun, part shade"
1743,hackberry,Celtis occidentalis,Perennial,Frequent,"Sun,  Partial Shade"
1744,weeping Japanese hackberry,Celtis sinensis 'Green Cascade',Perennial,Average,"Full sun, part shade"
1745,cornflower,Centaurea cyanus,Annual,Average,"full sun, part shade"
1746,knapweed,Centaurea dealbata,Herbaceous Perennial,Average,Full sun
1747,bighead knapweed,Centaurea macrocephala,Herbaceous Perennial,Minimum,Full sun
1748,mountain bluet,Centaurea montana,Herbaceous Perennial,Minimum,"Full sun,  Part sun/part shade"
1749,mountain bluet,Centaurea montana 'Amethyst in Snow',Herbaceous Perennial,Minimum,"Full sun,  Part sun/part shade"
1750,perennial cornflower,Centaurea montana 'Gold Bullion',Herbaceous Perennial,Minimum,"Full sun,  Part sun/part shade"
1751,red valerian,Centranthus ruber,Herbaceous Perennial,Average,"full sun, part shade"
1752,red valerian,Centranthus ruber 'Albus',Herbaceous Perennial,Average,"full sun, part shade"
1753,red valerian,Centranthus ruber 'Pretty Betsy',Herbaceous Perennial,Average,"full sun, part shade"
1754,bachelor's button,Centratherum punctatum 'Button Beauty',Herbaceous Perennial,Average,Full sun
1755,buttonbush,Cephalanthus occidentalis,Perennial,Frequent,"Partial Shade,  Shade"
1756,giant pincushion flower,Cephalaria gigantea,Herbaceous Perennial,Average,Full sun
1757,Chinese plum yew,Cephalotaxus fortunei,Perennial,Average,"Part shade, full shade"
1758,Japanese plum yew,Cephalotaxus harringtonia,Perennial,Average,"Part shade, full shade"
1759,Japanese plum yew,Cephalotaxus harringtonia 'Fastigiata',Perennial,Average,"Full sun, part shade"
1760,cow's tail pine,Cephalotaxus harringtonia 'Nana',Perennial,Average,"Part shade, full shade"
1761,field chickweed,Cerastium arvense,Herbaceous Perennial,Minimum,Sun
1762,mouse-ear chickweed,Cerastium arvense subsp. glandulosum,Herbaceous Perennial,Minimum,Sun
1763,snow-in-summer,Cerastium tomentosum,Herbaceous Perennial,Minimum,"full sun, part shade"
1764,snow-in-summer,Cerastium tomentosum 'Olympia',Herbaceous Perennial,Minimum,"full sun, part shade"
1765,snow-in-summer,Cerastium tomentosum 'Yo Yo',Herbaceous Perennial,Minimum,"full sun, part shade"
1766,St. John's bread,Ceratonia siliqua,Perennial,Minimum,Full sun
1767,ceratostigma,Ceratostigma abyssinicum,Perennial,Average,Full sun
1768,plumbago,Ceratostigma plumbaginoides,Herbaceous Perennial,Average,"Full sun, part shade"
1769,katsura tree,Cercidiphyllum japonicum 'Heronswood Globe',Perennial,Average,"Full sun, part shade"
1770,katsura tree,Cercidiphyllum japonicum 'Rotfuchs' RED FOX,Perennial,Average,"Full sun, part shade"
1771,eastern redbud,Cercis canadensis 'Covey',Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1772,eastern redbud,Cercis canadensis f. alba 'Royal White',Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1773,eastern redbud,Cercis canadensis 'JN16' BLACK PEARL,Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1774,eastern redbud,Cercis canadensis 'JN2' THE RISING SUN,Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1775,eastern redbud,Cercis canadensis 'NC2016-2' FLAME THROWER,Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1776,eastern redbud,Cercis canadensis 'Pauline Lily',Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1777,eastern redbud,Cercis canadensis 'Pink Trim' NORTHERN HERALD,Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1778,eastern redbud,Cercis canadensis 'Silver Cloud',Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1779,eastern redbud,Cercis canadensis 'Tennessee Pink',Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1780,Texas redbud,Cercis canadensis var. texensis,Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1781,Texas redbud,Cercis canadensis var. texensis 'Oklahoma',Perennial,Average,"Partial Shade,  Shade,  Deciduous Shade (Spring Sun)"
1782,Chinese redbud,Cercis chinensis,Perennial,Average,"Full sun, part shade"
1783,Chinese redbud,Cercis chinensis 'Avondale',Perennial,Average,"Full sun, part shade"
1784,Chinese redbud,Cercis chinensis 'Don Egolf',Perennial,Average,"Full sun, part shade"
1785,redbud,Cercis 'Merlot',Perennial,Average,"Full sun, part shade"
1786,Judas tree,Cercis siliquastrum,Perennial,Average,"Full sun, part shade"
1787,mountain mahogany,Cercocarpus montanus,Perennial,Minimum,Full sun
1788,orange jessamine,Cestrum aurantiacum,Perennial,Average,full sun
1789,purple cestrum,Cestrum elegans,Perennial,Minimum,"full sun, part shade"
1790,Japanese quince,Chaenomeles japonica,Perennial,Average,"full sun, part shade"
1791,Japanese quince,Chaenomeles japonica var. alpina,Perennial,Average,"full sun, part shade"
1792,flowering quince,Chaenomeles 'Orange Storm',Perennial,Average,"Full sun, part shade"
1793,flowering quince,Chaenomeles 'Pink Storm',Perennial,Average,"Full sun, part shade"
1794,flowering quince,Chaenomeles speciosa 'Contorta',Perennial,Average,"Full sun, part shade"
1795,flowering quince,Chaenomeles superba 'Cameo',Perennial,Average,"Full sun, part shade"
1796,flowering quince,Chaenomeles superba 'Jet Trail',Perennial,Average,"Full sun, part shade"
1797,flowering quince,Chaenomeles superba 'Texas Scarlet',Perennial,Average,"Full sun, part shade"
1798,hinoki cypress,Chamaecyparis obtusa 'Golden Whorl',Perennial,Average,"full sun, part shade"
1799,hinoki cypress,Chamaecyparis obtusa 'Kosteri',Perennial,Average,"Full sun, part shade"
1800,hinoki cypress,Chamaecyparis obtusa 'Nana',Perennial,Average,"Full sun, part shade"
1801,hinoki cypress,Chamaecyparis obtusa 'Verdon',Perennial,Average,"Full sun, part shade"
1802,Japanese falsecypress,Chamaecyparis pisifera 'Aurea Pendula',Perennial,Average,Full sun
1803,Japanese falsecypress,Chamaecyparis pisifera 'Cream Ball',Perennial,Average,Full sun
1804,Japanese falsecypress,Chamaecyparis pisifera 'Curly Tops',Perennial,Average,Full sun
1805,Japanese falsecypress,Chamaecyparis pisifera 'Gold Spangle',Perennial,Average,Full sun
1806,Japanese falsecypress,Chamaecyparis pisifera 'Golden Charm',Perennial,Average,Full sun
1807,Japanese falsecypress,Chamaecyparis pisifera 'Golden Mop',Perennial,Average,Full sun
1808,Japanese falsecypress,Chamaecyparis pisifera 'Golden Pincushion',Perennial,Average,"full sun, part shade"
1809,Japanese falsecypress,Chamaecyparis pisifera 'Kost Yellow',Perennial,Average,"full sun, part sun/part shade"
1810,Japanese falsecypress,Chamaecyparis pisifera 'Lemon Thread',Perennial,Average,Full sun
1811,Japanese falsecypress,Chamaecyparis pisifera 'Plumosa Albopicta',Perennial,Minimum,full sun
1812,Japanese falsecypress,Chamaecyparis pisifera 'Squarrosa Intermedia',Perennial,Average,Full sun
1813,Japanese falsecypress,Chamaecyparis pisifera 'Sungold',Perennial,Average,full sun
1814,Japanese falsecypress,Chamaecyparis pisifera 'Tsukumo',Perennial,Average,Full sun
1815,Japanese falsecypress,Chamaecyparis pisifera 'Vintage Gold',Perennial,Average,Full sun
1816,white cypress,Chamaecyparis thyoides 'Heatherbun',Perennial,Frequent,"Full sun, part shade"
1817,white cypress,Chamaecyparis thyoides 'Shiva',Perennial,Frequent,"Full sun, part shade"
1818,chamaecytisus,Chamaecytisus hirsutus,Perennial,Average,"Full sun, part shade"
1819,leatherleaf,Chamaedaphne calyculata 'Verdant',Perennial,Frequent,Full sun Partial sun
1820,parlor palm,Chamaedorea elegans,Perennial,Average,part shade
1821,chamaedorea,Chamaedorea microspadix,Perennial,Frequent,part shade
1822,bamboo palm,Chamaedorea seifrizii,Perennial,Average,part shade
1823,fairy wand,Chamaelirium luteum,Herbaceous Perennial,Average,"Sun,  Partial Shade"
1824,chamomile,Chamaemelum nobile,Herbaceous Perennial,Average,"Full sun, part shade"
1825,European fan palm,Chamaerops humilis,Perennial,Average,"Full sun, part shade"
1826,European fan palm,Chamaerops humilis var. humilis,Perennial,Average,"Full sun, part shade"
1827,northern sea oats,Chasmanthium latifolium,Perennial,Frequent,"Sun,  Partial Shade"
1828,greater celandine,Chelidonium majus,Herbaceous Perennial,Average,"Sun,  Partial Shade"
1829,white turtlehead,Chelone glabra,Herbaceous Perennial,Frequent,Part shade
1830,pink turtlehead,Chelone lyonii,Herbaceous Perennial,Frequent,"Full sun, part shade"
1831,pink turtlehead,Chelone lyonii 'Hot Lips',Herbaceous Perennial,Frequent,"Full sun, part shade"
1832,turtlehead,Chelone obliqua,Herbaceous Perennial,Frequent,"Full sun, part shade"
1833,turtlehead,Chelone obliqua 'Ieniemienie',Herbaceous Perennial,Average,"Full sun, part shade"
1834,shellflower,Chelone obliqua var. speciosa,Herbaceous Perennial,Average,"part shade, filtered shade"
1835,Japanese turtlehead,Chelonopsis yagiharana,Herbaceous Perennial,Average,"Full sun, part shade"
1836,quinoa,Chenopodium quinoa,Annual,Average,Full sun
1837,desert willow,Chilopsis linearis,Perennial,Minimum,Full sun
1838,desert willow,Chilopsis linearis var. linearis,Perennial,Minimum,Full sun
1839,wintersweet,Chimonanthus praecox,Perennial,Average,"Full sun, part shade"
1840,Chinese fringe tree,Chionanthus retusus 'Tokyo Tower',Perennial,Average,"Full sun, part shade"
1841,glory of the snow,Chionodoxa forbesii 'Blue Giant',Perennial,Average,"Full sun, part shade"
1842,glory of the snow,Chionodoxa luciliae,Perennial,Average,"Full sun, part shade"
1843,glory of the snow,Chionodoxa luciliae 'Alba',Perennial,Frequent,"full sun, part shade"
1844,glory of the snow,Chionodoxa 'Pink Giant',Perennial,Average,"Full sun, part shade"
1845,St. Bernard's lily,Chlorophytum amaniense,Herbaceous Perennial,Minimum,"part shade, part sun/part shade"
1846,spider plant,Chlorophytum 'Bonnie',Herbaceous Perennial,Average,"part shade, filtered shade"
1847,spider plant,Chlorophytum comosum 'Vittatum',Herbaceous Perennial,Average,"part shade, full shade"
1848,spider plant,Chlorophytum 'Fire Flash',Herbaceous Perennial,Average,part shade
1849,Mexican orange,Choisya arizonica 'Bluestone',Perennial,Minimum,"Full sun, part shade"
1850,Mexican orange,Choisya ternata,Perennial,Average,Part sun/part shade
1851,Mexican orange,Choisya ternata 'Lich' SUNDANCE,Perennial,Average,Part sun/part shade
1852,silk floss tree,Chorisia speciosa,Perennial,Average,Full sun
1853,daisy garden mum,Chrysanthemum 'Cathy's Rust',Herbaceous Perennial,Average,Full sun
1854,garden mum,Chrysanthemum 'Color Echo',Herbaceous Perennial,Average,Full sun
1855,chrysanthemum,Chrysanthemum 'Fireworks Igloo',Herbaceous Perennial,Average,full sun
1856,decorative garden mum,Chrysanthemum 'Hillside Sheffield Pink',Herbaceous Perennial,Average,Full sun
1857,chrysanthemum,Chrysanthemum 'Jessica',Herbaceous Perennial,Average,Full sun
1858,chrysanthemum,Chrysanthemum 'Lindayo' LINDA,Herbaceous Perennial,Average,Full sun
1859,chrysanthemum,Chrysanthemum 'Mariyo' MARILYN,Herbaceous Perennial,Average,Full sun
1860,garden mum,Chrysanthemum 'Matchsticks',Herbaceous Perennial,Average,Full sun
1861,garden mum,Chrysanthemum morifolium 'Bedazzled Bronze',Herbaceous Perennial,Average,Full sun
1862,daisy garden mum,Chrysanthemum 'Niche's October Glow',Herbaceous Perennial,Average,Full sun
1863,chrysanthemum,Chrysanthemum 'Pumpkin Igloo',Herbaceous Perennial,Frequent,full sun
1864,chrysanthemum,Chrysanthemum 'Radiant Igloo',Herbaceous Perennial,Frequent,full sun
1865,chrysanthemum,Chrysanthemum 'Roadrunner Bronze',Herbaceous Perennial,Average,Full sun
1866,mum,Chrysanthemum 'Saxapahaw',Herbaceous Perennial,Average,Full sun
1867,mum,Chrysanthemum 'Virginia's Sunshine',Herbaceous Perennial,Average,Full sun
1868,chrysanthemum,Chrysanthemum 'Yobra' BRAVO,Herbaceous Perennial,Frequent,full sun
1869,chrysanthemum,Chrysanthemum 'Yobrandi' BRANDI,Herbaceous Perennial,Average,Full sun
1870,chrysanthemum,Chrysanthemum 'Yogin' GINGER,Herbaceous Perennial,Average,full sun
1871,chrysanthemum,Chrysanthemum 'Yogrena' GRENADINE,Herbaceous Perennial,Average,full sun
1872,decorative garden mum,Chrysanthemum 'Yohannah' HANNAH,Herbaceous Perennial,Average,Full sun
1873,chrysanthemum,Chrysanthemum 'Yoraquel' RAQUEL,Herbaceous Perennial,Average,full sun
1874,chrysanthemum,Chrysanthemum 'Yosun' SUNDORO,Herbaceous Perennial,Average,Full sun
1875,golden knee,Chrysogonum virginianum,Herbaceous Perennial,Frequent,"Part shade, full shade"
1876,goldenstar,Chrysogonum virginianum 'Allen Bush',Herbaceous Perennial,Average,"Part shade, full shade"
1877,star apple,Chrysophyllum cainito,Perennial,Average,full sun
1878,golden aster,Chrysopsis mariana,Herbaceous Perennial,Minimum,"Full sun, part shade"
1879,chicory,Cichorium intybus,Herbaceous Perennial,Average,Full sun
1880,wood reed grass,Cinna arundinacea,Perennial,Frequent,full sun
1881,Chinese cinnamon tree,Cinnamomum cassia,Perennial,Average,"Full sun, part shade"
1882,cinnamon,Cinnamomum verum,Perennial,Average,"Full sun, part shade"
1883,grape ivy,Cissus alata,Perennial,Average,Part shade
1884,marine ivy,Cissus trifoliata,Perennial,Average,full sun
1885,watermelon,Citrullus lanatus,Annual,Average,full sun
1886,Thai lime,Citrus hystrix,Perennial,Average,Full sun
1887,kumquat,Citrus japonica 'Centennial Variegated',Perennial,Average,Full sun
1888,lemon,Citrus limon,Perennial,Average,full sun
1889,pummelo,Citrus maxima,Perennial,Average,full sun
1890,Buddha's hand,Citrus medica var. sarcodactylis,Perennial,Average,Full sun
1891,meyer lemon,Citrus meyeri,Perennial,Minimum,"full sun, part shade"
1892,giant lemon,Citrus 'Ponderosa',Perennial,Average,Full sun
1893,mandarin orange,Citrus reticulata 'Clementine',Perennial,Average,Full sun
1894,blood orange,Citrus sinensis 'Moro',Perennial,Average,full sun
1895,navel orange,Citrus sinensis 'Trovita',Perennial,Frequent,Full sun
1896,navel orange,Citrus sinensis 'Washington',Perennial,Frequent,"full sun, part sun/part shade"
1897,yellowwood,Cladrastis kentukea,Perennial,Average,"full sun, part shade"
1898,yellowwood,Cladrastis kentukea 'Perkins Pink',Perennial,Average,"full sun, part shade"
1899,yellowwood,Cladrastis kentukea 'Sweetshade',Perennial,Average,"full sun, part shade"
1900,satin flower,Clarkia amoena,Annual,Average,"full sun, part shade"
1901,spring beauty,Claytonia virginica,Herbaceous Perennial,Average,"Full sun, part shade"
1902,clematis,Clematis 'Andromeda',Perennial,Average,"Full sun, part shade"
1903,clematis,Clematis 'Belle of Taranaki',Perennial,Average,"Full sun, part shade"
1904,clematis,Clematis 'Belle of Woking',Perennial,Average,"Full sun, part shade"
1905,clematis,Clematis 'Betty Corning',Perennial,Average,"Full sun, part shade"
1906,clematis,Clematis 'Cleminov 51' SAPPHIRE INDIGO,Herbaceous Perennial,Average,"Full sun, part shade"
1907,clematis,Clematis 'Comtesse de Bouchaud',Perennial,Average,"Full sun, part shade"
1908,blue jasmine,Clematis crispa,Perennial,Frequent,"Full sun, part shade"
1909,clematis,Clematis 'Diamond Ball',Perennial,Average,"Full sun, part shade"
1910,clematis,Clematis 'Duchess of Albany',Perennial,Average,"Full sun, part shade"
1911,clematis,Clematis durandii,Perennial,Average,"Full sun, part shade"
1912,clematis,Clematis 'Edouard Desfossé',Perennial,Average,"Full sun, part shade"
1913,clematis,Clematis 'Etoile Violette',Perennial,Average,"Full sun, part shade"
1914,clematis,Clematis 'Evijohill' JOSEPHINE,Perennial,Average,"Full sun, part shade"
1915,clematis,Clematis 'Evipo018' BOURBON,Perennial,Average,"Full sun, part shade"
1916,clematis,Clematis 'Evipo030' BIJOU,Herbaceous Perennial,Average,"Full sun, part shade"
1917,clematis,Clematis 'Evipo032' GALORE,Perennial,Average,"Full sun, part shade"
1918,clematis,Clematis 'Evipo038' CRYSTAL FOUNTAIN,Perennial,Average,"Full sun, part shade"
